"","city","tmpd","dptp","date","pm25tmean2","pm10tmean2","o3tmean2","no2tmean2"
"3508","chic",77,55,1996-08-08,NA,24,24.805756844,24.791666667
"3509","chic",71,57.875,1996-08-09,NA,25,17.720117845,23.145833333
"3510","chic",68.5,59.75,1996-08-10,NA,12,22.114935588,11.958333333
"3511","chic",69.5,65.125,1996-08-11,NA,30,16.958333333,29.520833333
"3512","chic",71,64.125,1996-08-12,NA,46,22.380291005,32.114583333
"3513","chic",74,67.625,1996-08-13,NA,44.307692308,25.839371981,30.001488095
"3514","chic",76,63.625,1996-08-14,NA,45,22.580387205,26.120841568
"3515","chic",69.5,60,1996-08-15,NA,27,15.043276973,24.314383105
"3516","chic",68.5,61.125,1996-08-16,NA,19,14.021537842,19.46875
"3517","chic",69,64.125,1996-08-17,NA,29,21.027777778,25.833333333
"3518","chic",70.5,69.375,1996-08-18,NA,34,25.925925926,22.739583333
"3519","chic",76,71.375,1996-08-19,NA,42.076923077,25.142310789,23.416666667
"3520","chic",77,71.25,1996-08-20,NA,48,20.067431562,26.847826087
"3521","chic",78,72.75,1996-08-21,NA,58,20.733805446,41.495223979
"3522","chic",79,71.125,1996-08-22,NA,59,30.76678744,27.001217532
"3523","chic",70,55.125,1996-08-23,NA,17,14.826313406,17.40625
"3524","chic",71,58.875,1996-08-24,NA,22,21.708333333,23.885416667
"3525","chic",69.5,64.5,1996-08-25,NA,33.923076923,26.760416667,30.9375
"3526","chic",72,65.75,1996-08-26,NA,46,32.557971014,29.583333333
"3527","chic",70,64.875,1996-08-27,NA,24,25.514090177,13.063405797
"3528","chic",68.5,63,1996-08-28,NA,39,21.351650564,22.75094697
"3529","chic",69.5,58.75,1996-08-29,NA,20,31.926731079,20.354166667
"3530","chic",69,61.25,1996-08-30,NA,23,29.773752013,20.697916667
"3531","chic",70.5,61.5,1996-08-31,NA,48.076923077,32.736111111,22.864583333
"3532","chic",73.5,60.75,1996-09-01,NA,53,37.263888889,31.03125
"3533","chic",71,62.5,1996-09-02,NA,53,42.902777778,26.34375
"3534","chic",73,67,1996-09-03,NA,83,37.314613527,33.21969697
"3535","chic",73,64.75,1996-09-04,NA,112,38.241545894,41.947916667
"3536","chic",74,68.375,1996-09-05,NA,68,45.087359098,24.185688406
"3537","chic",74,71.125,1996-09-06,NA,53.461538462,38.580515298,20.41576087
"3538","chic",73.5,69.625,1996-09-07,NA,51,21.939814815,27.09375
"3539","chic",73,67.25,1996-09-08,NA,62,20.989583333,29.59375
"3540","chic",68.5,64.625,1996-09-09,NA,32,20.843567251,22.927083333
"3541","chic",69.5,61.375,1996-09-10,NA,48,16.40599839,35.650297619
"3542","chic",67,57.125,1996-09-11,NA,39,9.2485909823,34.794054677
"3543","chic",58,50.25,1996-09-12,NA,16.818181818,8.5787037037,18.610960145
"3544","chic",56,46.625,1996-09-13,NA,22,10.010668277,19.856431159
"3545","chic",53,50.75,1996-09-14,NA,19,6.3888888889,18.333333333
"3546","chic",59,51.875,1996-09-15,NA,21,10.62037037,19.8125
"3547","chic",58.5,54.375,1996-09-16,NA,17,13.839975845,14.581974638
"3548","chic",60.5,52.25,1996-09-17,NA,11,17.944041868,10.458333333
"3549","chic",62,52.625,1996-09-18,NA,17.307692308,11.725040258,14.947334369
"3550","chic",61,51.75,1996-09-19,NA,29,17.231261894,21.885416667
"3551","chic",58.5,58.25,1996-09-20,NA,40,9.67431562,39.104166667
"3552","chic",64,54.875,1996-09-21,NA,42,9.9305555556,33.104166667
"3553","chic",62.5,50.25,1996-09-22,NA,28,16.133856683,20.238677536
"3554","chic",59,56.875,1996-09-23,NA,43,4.6729066023,36.256793478
"3555","chic",57,43.125,1996-09-24,NA,24.230769231,13.696676914,27.196557971
"3556","chic",53,46.125,1996-09-25,NA,46,12.347624799,29.98386251
"3557","chic",60.5,63.375,1996-09-26,NA,28,14.812092126,23.416666667
"3558","chic",58.5,48,1996-09-27,NA,14,6.524691358,17.739583333
"3559","chic",53.5,47,1996-09-28,NA,17,6.0892857143,21.125
"3560","chic",57.5,50.375,1996-09-29,NA,20,11.166666667,21.694444444
"3561","chic",63,52.875,1996-09-30,NA,27.461538462,13.869047619,35.25
"3562","chic",62,58.25,1996-10-01,NA,44,20.239583333,35.861111111
"3563","chic",57,40.875,1996-10-02,NA,24,13.916666667,20.516414141
"3564","chic",46.5,36.75,1996-10-03,NA,12,18.510416667,18.777777778
"3565","chic",47,40.375,1996-10-04,NA,25,10.802083333,30.428140097
"3566","chic",53.5,45.5,1996-10-05,NA,25,8.03125,33.75
"3567","chic",63.5,57.125,1996-10-06,NA,38.230769231,25.078125,29.486111111
"3568","chic",53.5,45.625,1996-10-07,NA,14,12.390625,18.836352657
"3569","chic",45.5,40.25,1996-10-08,NA,9,7.0700757576,20.529040404
"3570","chic",47.5,41.625,1996-10-09,NA,32,4.453125,32.416666667
"3571","chic",42.5,35.75,1996-10-10,NA,13,6.7244112319,21.309782609
"3572","chic",42,42.375,1996-10-11,NA,23,7.078125,29.625
"3573","chic",61,54.25,1996-10-12,NA,29.833333333,15.317708333,29.388888889
"3574","chic",66,62.125,1996-10-13,NA,40,24.057291667,32.902777778
"3575","chic",57,51,1996-10-14,NA,18,17.322916667,15.972222222
"3576","chic",64,54.625,1996-10-15,NA,48,12.396059783,39.472222222
"3577","chic",63,61.125,1996-10-16,NA,33,5.8122117918,36.619949495
"3578","chic",59,49.125,1996-10-17,NA,39,21.69067029,25.539251208
"3579","chic",46.5,28.375,1996-10-18,NA,20.153846154,9.2742300725,22.059343434
"3580","chic",45,34.625,1996-10-19,NA,24,6.9047619048,28.402777778
"3581","chic",47.5,48.25,1996-10-20,NA,35,6.244047619,31.222222222
"3582","chic",53,50,1996-10-21,NA,34,6.3780797101,37.185386473
"3583","chic",55.5,57.875,1996-10-22,NA,33,4.9472990777,27.145696091
"3584","chic",43,40.625,1996-10-23,NA,15.5,4.8145380435,17.430555556
"3585","chic",48,43.875,1996-10-24,NA,26.153846154,6.0905797101,24.180555556
"3586","chic",52.5,49.125,1996-10-25,NA,32,11.935235507,32.916666667
"3587","chic",62,62.25,1996-10-26,NA,34,8.8489583333,23.180555556
"3588","chic",59,47.5,1996-10-27,NA,21,12.161458333,14.579710145
"3589","chic",46.5,37.625,1996-10-28,NA,38,6.0717844203,28.958333333
"3590","chic",50.5,54.125,1996-10-29,NA,27,6.3358242754,30.709541063
"3591","chic",44.5,22.857142857,1996-10-30,NA,18.384615385,13.948233696,16.20531401
"3592","chic",33,21.25,1996-10-31,NA,30,12.676403986,19.43236715
"3593","chic",31,21.625,1996-11-01,NA,25,8.6458333333,24.888888889
"3594","chic",29,24.125,1996-11-02,NA,18,8.5991847826,24.055555556
"3595","chic",35.5,26.875,1996-11-03,NA,30,6.5104166667,25.708333333
"3596","chic",42,33.5,1996-11-04,NA,37,2.15625,31.208333333
"3597","chic",46.5,47.375,1996-11-05,NA,34.692307692,1.8020833333,34.370772947
"3598","chic",54,60.25,1996-11-06,NA,32,3.2379658385,29.944444444
"3599","chic",43,36.875,1996-11-07,NA,20,2.6805555556,28.210144928
"3600","chic",37,33.25,1996-11-08,NA,32,2.7306763285,28.861111111
"3601","chic",34.5,28,1996-11-09,NA,13.5,9.9305555556,20.333333333
"3602","chic",28,21.875,1996-11-10,NA,15,12.555555556,19.833333333
"3603","chic",26.5,12.625,1996-11-11,NA,13.384615385,9.9722222222,28.638888889
"3604","chic",23,11,1996-11-12,NA,20,7.3611111111,32.388888889
"3605","chic",22.5,11.375,1996-11-13,NA,28,3.3888888889,36.5
"3606","chic",25,18.857142857,1996-11-14,NA,23,10.82910628,30.599747475
"3607","chic",40,22.5,1996-11-15,NA,30,6.3611111111,28.916666667
"3608","chic",48,32.125,1996-11-16,NA,31,6.9722222222,25.569444444
"3609","chic",41.5,25,1996-11-17,NA,14.083333333,10.180555556,14.236111111
"3610","chic",31,24.75,1996-11-18,NA,21,4.1666666667,23.625
"3611","chic",29.5,19,1996-11-19,NA,19,3.4782608696,29.108695652
"3612","chic",29,29.625,1996-11-20,NA,23,8.9722222222,26.945906433
"3613","chic",34,26.375,1996-11-21,NA,17.5,9.5277777778,28.784090909
"3614","chic",34.5,29.375,1996-11-22,NA,31,4.9305555556,32.271354853
"3615","chic",35.5,34.625,1996-11-23,NA,28.583333333,1.8194444444,20.972222222
"3616","chic",35,30.375,1996-11-24,NA,18,6.1527777778,19.125
"3617","chic",26.5,19.125,1996-11-25,NA,11,14.094806763,23.234126984
"3618","chic",20,9.625,1996-11-26,NA,26,7.7361111111,29.680555556
"3619","chic",22.5,18.75,1996-11-27,NA,36,2.4836956522,31.219202899
"3620","chic",29.5,25.625,1996-11-28,NA,28,4.2083333333,26.430555556
"3621","chic",33.5,31.375,1996-11-29,NA,26.583333333,2.8472222222,29.666666667
"3622","chic",40.5,36.75,1996-11-30,NA,16,3.5277777778,18.305555556
"3623","chic",30.5,22.875,1996-12-01,NA,17,8.5277777778,17.138888889
"3624","chic",27.5,24.875,1996-12-02,NA,28,7.7638888889,24.611111111
"3625","chic",30,23,1996-12-03,NA,27,2.1262626263,28.277777778
"3626","chic",26.5,25.25,1996-12-04,NA,35,1.8882850242,30.98869126
"3627","chic",32.5,32.25,1996-12-05,NA,22.846153846,2.1962560386,26.802536232
"3628","chic",33.5,28.625,1996-12-06,NA,26,1.902173913,27.628842776
"3629","chic",30.5,24.875,1996-12-07,NA,25.5,7.0833333333,26.875
"3630","chic",28.5,22.25,1996-12-08,NA,19,13.958333333,16.736111111
"3631","chic",28.5,23.375,1996-12-09,NA,22,5.4722222222,21.152777778
"3632","chic",35.5,34.75,1996-12-10,NA,39,1.8888888889,28.643115942
"3633","chic",37,34.5,1996-12-11,NA,18.769230769,5.0609903382,20.017512077
"3634","chic",36.5,33.75,1996-12-12,NA,22,3.2777777778,17.472826087
"3635","chic",34.5,34.75,1996-12-13,NA,28,2.1533816425,25.629830918
"3636","chic",36.5,31.75,1996-12-14,NA,28,2.5833333333,23.208333333
"3637","chic",38,25.375,1996-12-15,NA,17,6.4027777778,17.388888889
"3638","chic",29,26.125,1996-12-16,NA,29,8.4166666667,24.902777778
"3639","chic",24,13.375,1996-12-17,NA,26.846153846,4.2958937198,21.958333333
"3640","chic",13,2.125,1996-12-18,NA,33,9.2361111111,17.590909091
"3641","chic",8,5.75,1996-12-19,NA,41,7.125,19.361111111
"3642","chic",9.5,8.625,1996-12-20,NA,30,5.6906565657,23.295289855
"3643","chic",26.5,25.625,1996-12-21,NA,37,7,21.388888889
"3644","chic",34.5,36.875,1996-12-22,NA,20,2.9722222222,25.055555556
"3645","chic",42.5,40.625,1996-12-23,NA,17.583333333,2.0694444444,24.986111111
"3646","chic",20,5.375,1996-12-24,NA,24,15.687198068,15.986111111
"3647","chic",4.5,3,1996-12-25,NA,17,12.597222222,19.583333333
"3648","chic",14,12,1996-12-26,NA,30.5,4.7638888889,35.259057971
"3649","chic",26,31.75,1996-12-27,NA,36.5,1.9396135266,32.751207729
"3650","chic",37,37.75,1996-12-28,NA,23,1.6805555556,22.347222222
"3651","chic",30,22.875,1996-12-29,NA,29.307692308,3.2361111111,19.986111111
"3652","chic",27.5,29.875,1996-12-30,NA,42,1.9722222222,24.194444444
"3653","chic",27.5,30.125,1996-12-31,NA,33,2.9287439614,27.573232323
"3654","chic",36,37.5,1997-01-01,NA,19,1.7777777778,19.416666667
"3655","chic",45,47.25,1997-01-02,NA,41.5,1.595959596,21.243686869
"3656","chic",40,38,1997-01-03,NA,31,2.4027777778,19.277777778
"3657","chic",51.5,45.5,1997-01-04,NA,24.384615385,2.8339371981,15.520833333
"3658","chic",27,11.25,1997-01-05,NA,22.5,16.319444444,7.7291666667
"3659","chic",17,5.75,1997-01-06,NA,18.5,12.833333333,19.833333333
"3660","chic",16,7,1997-01-07,NA,25.5,9.5646135266,28.348731884
"3661","chic",19,17.75,1997-01-08,NA,34.5,5.1884057971,31.444444444
"3662","chic",26,24,1997-01-09,NA,21.5,9.8194444444,27.763888889
"3663","chic",16,5.375,1997-01-10,NA,24.230769231,6.1594202899,23.015096618
"3664","chic",1.5,-6.625,1997-01-11,NA,21.5,11.944444444,22.555555556
"3665","chic",1,-8.875,1997-01-12,NA,21,12.180555556,22.583333333
"3666","chic",3,1.5,1997-01-13,NA,33.5,4.6527777778,33.612318841
"3667","chic",10,11.5,1997-01-14,NA,53,2.9679951691,40.696256039
"3668","chic",19,23.25,1997-01-15,NA,30,2.1998792271,35.220959596
"3669","chic",9.5,-9.75,1997-01-16,NA,26.545454545,18.694444444,20.861111111
"3670","chic",-3,-10.375,1997-01-17,NA,24,12.688405797,28.236111111
"3671","chic",0,-4.125,1997-01-18,NA,32,10.875,32.166666667
"3672","chic",14,22.625,1997-01-19,NA,31.5,4.8888888889,32.361111111
"3673","chic",31,27.25,1997-01-20,NA,25.5,13.277777778,32.486111111
"3674","chic",35,41.625,1997-01-21,NA,31,9.7083333333,32.569444444
"3675","chic",36.5,20.75,1997-01-22,NA,17.375,17.439393939,19.413888889
"3676","chic",26,18.75,1997-01-23,NA,18.5,14.523550725,25.375
"3677","chic",32,29.5,1997-01-24,NA,31,4.693236715,24.986111111
"3678","chic",14.5,-1.375,1997-01-25,NA,24.5,12.861111111,21.069444444
"3679","chic",11,17.125,1997-01-26,NA,28,7.8055555556,30.722222222
"3680","chic",17,8.375,1997-01-27,NA,29.5,6.25,33.5
"3681","chic",2,-6.375,1997-01-28,NA,27.461538462,11.221014493,35.432971014
"3682","chic",8,11,1997-01-29,NA,52.5,4.1944444444,48.902777778
"3683","chic",16.5,16.375,1997-01-30,NA,45.5,2.7083333333,40.273989899
"3684","chic",31.5,33.75,1997-01-31,NA,27.5,9.2807971014,32.486111111
"3685","chic",35,29.666666667,1997-02-01,NA,28.5,12.862318841,34.577898551
"3686","chic",36.5,29.625,1997-02-02,NA,34.5,9.5277777778,32.319444444
"3687","chic",30,28,1997-02-03,NA,20.615384615,19.125,26.125
"3688","chic",34.5,32,1997-02-04,NA,24,9.2192028986,24.566338854
"3689","chic",30,24.25,1997-02-05,NA,17.5,14.069444444,26.686594203
"3690","chic",26,21.875,1997-02-06,NA,22.5,14.855676329,27.402777778
"3691","chic",25.5,23.375,1997-02-07,NA,31.5,12.319444444,31.208333333
"3692","chic",25.5,22.5,1997-02-08,NA,18.5,14.645833333,26.652777778
"3693","chic",26,21,1997-02-09,NA,28.769230769,8.2083333333,39.041666667
"3694","chic",27,21.75,1997-02-10,NA,29,11.354166667,35.347222222
"3695","chic",23.5,19.5,1997-02-11,NA,28,15.916666667,29.75
"3696","chic",21,11.6,1997-02-12,NA,18.5,18.5,26.902777778
"3697","chic",20.5,16.375,1997-02-13,NA,28.5,15.583333333,29.944444444
"3698","chic",25.5,23,1997-02-14,NA,38.5,10.854166667,31.893719807
"3699","chic",20,15.25,1997-02-15,NA,27.230769231,16.520833333,30.638888889
"3700","chic",18.5,8.125,1997-02-16,NA,22,14.729166667,30.569444444
"3701","chic",30,32.625,1997-02-17,NA,33,12.75,33.166666667
"3702","chic",48.5,41.375,1997-02-18,NA,27,25.579951691,29.143939394
"3703","chic",37.5,27.5,1997-02-19,NA,26,17.208333333,30.583333333
"3704","chic",35.5,44.125,1997-02-20,NA,34,3.5138888889,37.262681159
"3705","chic",36,29.625,1997-02-21,NA,6.5384615385,14.471014493,21.116545894
"3706","chic",26,24.25,1997-02-22,NA,14.5,21.875,25.777777778
"3707","chic",28,14.625,1997-02-23,NA,16.5,22.476190476,19.347222222
"3708","chic",21.5,10.875,1997-02-24,NA,23,15.792874396,34.555555556
"3709","chic",25.5,27.125,1997-02-25,NA,40,11.009057971,35.722222222
"3710","chic",36.5,35,1997-02-26,NA,33.5,5.3907004831,33.891963109
"3711","chic",34.5,30.25,1997-02-27,NA,18.538461538,9.0972222222,31.042270531
"3712","chic",37.5,36,1997-02-28,NA,33,12.027777778,27.68115942
"3713","chic",45.5,44,1997-03-01,NA,32,12.722222222,25.694444444
"3714","chic",35,27.375,1997-03-02,NA,18.5,28.458333333,17.236111111
"3715","chic",33.5,29.375,1997-03-03,NA,19,25.027777778,23
"3716","chic",38,28.875,1997-03-04,NA,30,12.138888889,26.837121212
"3717","chic",33,28.625,1997-03-05,NA,29.692307692,14.125,26.27294686
"3718","chic",26.5,13.375,1997-03-06,NA,29,21.935990338,24.897342995
"3719","chic",35.5,35.25,1997-03-07,NA,29.5,14.180555556,33.513888889
"3720","chic",39,28.25,1997-03-08,NA,20.5,25.958333333,21.180555556
"3721","chic",37,32.625,1997-03-09,NA,27,9.5694444444,26.819444444
"3722","chic",44,33.25,1997-03-10,NA,27,16.597222222,28.055555556
"3723","chic",37,23.375,1997-03-11,NA,18.769230769,25.666666667,27.513888889
"3724","chic",33.5,25,1997-03-12,NA,18.5,28.23852657,30.878787879
"3725","chic",37.5,30.5,1997-03-13,NA,27.5,24.041666667,22.930555556
"3726","chic",26.5,15.5,1997-03-14,NA,22,21.430555556,21.083333333
"3727","chic",19,8.375,1997-03-15,NA,16,28.666666667,19.166666667
"3728","chic",24.5,23.75,1997-03-16,NA,19,24.236111111,21.305555556
"3729","chic",45,33.625,1997-03-17,NA,31.307692308,18.638888889,29.125
"3730","chic",33.5,27,1997-03-18,NA,19.5,36.094444444,19.259259259
"3731","chic",35.5,28.875,1997-03-19,NA,28.5,27.416666667,32.628968254
"3732","chic",46,31.875,1997-03-20,NA,37.5,25.945238095,37.621031746
"3733","chic",53.5,42.5,1997-03-21,NA,53,19.194927536,31.578502415
"3734","chic",37.5,28.625,1997-03-22,NA,21.5,26.95,29.5
"3735","chic",32.5,20.375,1997-03-23,NA,14.230769231,25.425,19.027777778
"3736","chic",33,32.375,1997-03-24,NA,28,20.260606061,26.375
"3737","chic",40.5,30,1997-03-25,NA,25.5,15.204347826,27.305555556
"3738","chic",44,36.75,1997-03-26,NA,23.5,20.795525127,25.86783989
"3739","chic",60.5,40.125,1997-03-27,NA,44,26.607487923,26.972222222
"3740","chic",55.5,53.875,1997-03-28,NA,39,13.310990338,32.597222222
"3741","chic",43.5,41,1997-03-29,NA,21.076923077,15.233333333,16.819444444
"3742","chic",37.5,33.75,1997-03-30,NA,11,22.783333333,18
"3743","chic",38.5,22,1997-03-31,NA,18,26.624637681,29.069444444
"3744","chic",44.5,28.125,1997-04-01,NA,51.5,15.091931438,47.718434343
"3745","chic",53,29.875,1997-04-02,NA,50.5,13.821014493,42.65821256
"3746","chic",59.5,49.875,1997-04-03,NA,45,12.822348485,38.01010101
"3747","chic",62.5,48.25,1997-04-04,NA,51.076923077,31.119746377,34.291666667
"3748","chic",60.5,54.375,1997-04-05,NA,20,28.654710145,17.055555556
"3749","chic",45,21.75,1997-04-06,NA,35,29.333333333,8.8333333333
"3750","chic",34,18.375,1997-04-07,NA,29.5,27.375,14.152777778
"3751","chic",28.5,9.25,1997-04-08,NA,23,22.437862319,22.777777778
"3752","chic",30,18.875,1997-04-09,NA,18.5,22.5875,28.308574879
"3753","chic",30.5,22,1997-04-10,NA,24.230769231,21.633695652,34.892621871
"3754","chic",33.5,32,1997-04-11,NA,25,25.622421142,26.944444444
"3755","chic",33.5,30.375,1997-04-12,NA,20,24.314814815,23.111111111
"3756","chic",38.5,24.625,1997-04-13,NA,17.5,30.550925926,26.333333333
"3757","chic",41.5,28.125,1997-04-14,NA,44.5,19.050543478,43.611111111
"3758","chic",49,36.25,1997-04-15,NA,57,29.011050725,33.972222222
"3759","chic",43,25.625,1997-04-16,NA,23.307692308,22.287318841,23.78030303
"3760","chic",40.5,25.75,1997-04-17,NA,16,18.482789855,24.117753623
"3761","chic",40,34.75,1997-04-18,NA,42.5,13.191485507,52.55298913
"3762","chic",45.5,30.875,1997-04-19,NA,26,23.604166667,34.177083333
"3763","chic",49,42.25,1997-04-20,NA,37.5,23.3875,37.041666667
"3764","chic",45,31,1997-04-21,NA,19,34.454166667,27.052083333
"3765","chic",43,33.625,1997-04-22,NA,13.076923077,30.030978261,18.6875
"3766","chic",48.5,34,1997-04-23,NA,10,26.878985507,22.703442029
"3767","chic",47.5,36.5,1997-04-24,NA,12,22.418115942,28.104166667
"3768","chic",48,27.75,1997-04-25,NA,21.5,23.710144928,31.5
"3769","chic",49.5,24.25,1997-04-26,NA,38.5,23.0875,40.145833333
"3770","chic",47.5,40.25,1997-04-27,NA,28,28.270833333,28.0625
"3771","chic",50.5,40.75,1997-04-28,NA,61,19.596557971,53.010416667
"3772","chic",60,45.25,1997-04-29,NA,72,35.841666667,33.552083333
"3773","chic",55,50,1997-04-30,NA,47,26.171376812,28.171672078
"3774","chic",48.5,36.875,1997-05-01,NA,22,21.246014493,24.543025362
"3775","chic",48.5,45.5,1997-05-02,NA,33,10.294927536,33.610507246
"3776","chic",49,40.375,1997-05-03,NA,18,22.433333333,25.09375
"3777","chic",51.5,33.25,1997-05-04,NA,19.615384615,29.066666667,29.84375
"3778","chic",62,38.875,1997-05-05,NA,68,30.770108696,22.228672596
"3779","chic",55.5,35,1997-05-06,NA,29.5,24.558876812,31.760416667
"3780","chic",52.5,49.25,1997-05-07,NA,38,20.648369565,34.779356061
"3781","chic",61,42.75,1997-05-08,NA,33.5,29.725905797,20.447916667
"3782","chic",50.5,36,1997-05-09,NA,19,21.127618577,18.928977273
"3783","chic",52.5,32.625,1997-05-10,NA,26.769230769,21.804166667,25.135416667
"3784","chic",59.5,43.875,1997-05-11,NA,31.5,27.6875,18.166666667
"3785","chic",52.5,32.5,1997-05-12,NA,35.5,26.245833333,16.760416667
"3786","chic",45.5,38.75,1997-05-13,NA,25,18.199670619,21.47826087
"3787","chic",49.5,40.625,1997-05-14,NA,31,13.129166667,32.875
"3788","chic",45,35.5,1997-05-15,NA,15.5,13.208333333,19.941666667
"3789","chic",51,41.375,1997-05-16,NA,36.615384615,22.803571429,24.024046529
"3790","chic",50.5,38.25,1997-05-17,NA,21,29.754166667,17.777898551
"3791","chic",59.5,63.875,1997-05-18,NA,34.5,23.679166667,25.941666667
"3792","chic",54,42.375,1997-05-19,NA,26.5,19.762318841,24.627173913
"3793","chic",51.5,38.125,1997-05-20,NA,24.5,17.582789855,28.496969697
"3794","chic",48,34.375,1997-05-21,NA,12,19.051439741,21.162121212
"3795","chic",50.5,34.625,1997-05-22,NA,28.153846154,19.364789196,28.726086957
"3796","chic",58,40.75,1997-05-23,NA,47,26.335326087,33.946508564
"3797","chic",68.5,56.125,1997-05-24,NA,54,41.1,29.341666667
"3798","chic",50,44.5,1997-05-25,NA,25,37.279166667,13.158333333
"3799","chic",50,35.875,1997-05-26,NA,9.5,33.129166667,10.941666667
"3800","chic",56,39.375,1997-05-27,NA,26,30.054891304,18.232246377
"3801","chic",58.5,56.875,1997-05-28,NA,30.307692308,21.823913043,22.051416337
"3802","chic",58,50.75,1997-05-29,NA,22.5,18.192753623,22.853623188
"3803","chic",61,51.75,1997-05-30,NA,32,29.310655468,26.69673913
"3804","chic",59,53.375,1997-05-31,NA,24,37.308333333,24.625
"3805","chic",60.5,51.25,1997-06-01,NA,19.5,44.5875,12.641666667
"3806","chic",58,54.5,1997-06-02,NA,21,29.690036232,18.682608696
"3807","chic",61.5,52.625,1997-06-03,NA,24.538461538,30.509601449,19.369927536
"3808","chic",59,47.5,1997-06-04,NA,29,30.219565217,33.072101449
"3809","chic",62,56,1997-06-05,NA,44.5,30.983385093,36.375
"3810","chic",63.5,58.75,1997-06-06,NA,36,23.263949275,27.608333333
"3811","chic",58.5,55.375,1997-06-07,NA,20.5,22.183333333,21.666666667
"3812","chic",61,48.625,1997-06-08,NA,21.5,41.029166667,18.383333333
"3813","chic",62.5,51.75,1997-06-09,NA,33,41.040892622,29.197727273
"3814","chic",66.5,53.875,1997-06-10,NA,47.5,40.620833333,38.650757576
"3815","chic",67.5,63.125,1997-06-11,NA,54,20.151070487,50.989130435
"3816","chic",70,63.625,1997-06-12,NA,51,20.7578722,41.913636364
"3817","chic",71,52,1997-06-13,NA,41.5,28.341304348,34.554347826
"3818","chic",56.5,41.875,1997-06-14,NA,11.5,21.3625,16.216666667
"3819","chic",63,59.75,1997-06-15,NA,32,35.641666667,21.266666667
"3820","chic",67,53.375,1997-06-16,NA,25,32.817934783,22.175
"3821","chic",60.5,50.375,1997-06-17,NA,19,23.1875,17.209090909
"3822","chic",67,61.125,1997-06-18,NA,45.5,30.551811594,30.962681159
"3823","chic",70,65.875,1997-06-19,NA,60.5,32.435688406,39.900131752
"3824","chic",81.5,72.875,1997-06-20,NA,65,40.474311594,24.501086957
"3825","chic",75.5,64.75,1997-06-21,NA,27.25,29.694444444,23.158333333
"3826","chic",77,66.875,1997-06-22,NA,29,37.691666667,32.158333333
"3827","chic",82.5,69.625,1997-06-23,NA,58.5,30.54057971,29.9
"3828","chic",84,60,1997-06-24,NA,113.5,33.23423913,26.116666667
"3829","chic",78,62.75,1997-06-25,NA,47,29.657278346,26.887121212
"3830","chic",73.5,55.25,1997-06-26,NA,29.5,29.511231884,31.086283644
"3831","chic",72.5,59,1997-06-27,NA,44.833333333,32.057246377,42.15615942
"3832","chic",74,62,1997-06-28,NA,48.5,46.3,36.625
"3833","chic",75,65.25,1997-06-29,NA,66.5,56.541666667,35.291666667
"3834","chic",76,69.25,1997-06-30,NA,35,20.777766798,32.141666667
"3835","chic",77.5,68.625,1997-07-01,NA,49,38.145833333,33.347826087
"3836","chic",79.5,55.75,1997-07-02,NA,70,31.353804348,16.692753623
"3837","chic",68.5,54.25,1997-07-03,NA,23.166666667,18.179166667,12.183333333
"3838","chic",61.5,51.875,1997-07-04,NA,26,10.9375,14.991666667
"3839","chic",65.5,50.75,1997-07-05,NA,25.5,21.758333333,16.666666667
"3840","chic",70,57.75,1997-07-06,NA,23.5,31.995833333,17.216666667
"3841","chic",65.5,52.5,1997-07-07,NA,19,27.358926219,13.625
"3842","chic",71,58,1997-07-08,NA,42,31.316847826,21.860869565
"3843","chic",62,50.75,1997-07-09,NA,12.75,28.332608696,15.497727273
"3844","chic",64.5,51,1997-07-10,NA,25.5,25.075959079,22.306521739
"3845","chic",68.5,59.125,1997-07-11,NA,45,34.233333333,31.120652174
"3846","chic",74.5,63.5,1997-07-12,NA,57.5,48.254166667,32.925
"3847","chic",82.5,71.75,1997-07-13,NA,53,39.4625,19.625
"3848","chic",83,62.375,1997-07-14,NA,43,28.912137681,22.941666667
"3849","chic",79,64.25,1997-07-15,NA,27.333333333,25.170635705,24.190151515
"3850","chic",82.5,59.875,1997-07-16,NA,42,33.533349802,25.481431159
"3851","chic",84,68.625,1997-07-17,NA,60,44.505564182,30.298989899
"3852","chic",79,69.125,1997-07-18,NA,56.5,20.833514493,38.127173913
"3853","chic",74.5,60.625,1997-07-19,NA,21,30.970833333,14.633333333
"3854","chic",76.5,71.625,1997-07-20,NA,32,36.8125,18.008333333
"3855","chic",72,65.125,1997-07-21,NA,25.666666667,31.630615942,19.775
"3856","chic",69,64.375,1997-07-22,NA,23.5,27.653474967,17.058333333
"3857","chic",69,59.75,1997-07-23,NA,26.5,31.119927536,19.910144928
"3858","chic",72.5,64.75,1997-07-24,NA,40,38.394202899,25.147101449
"3859","chic",76,75.75,1997-07-25,NA,68,37.735144928,24.346666667
"3860","chic",85.5,73.375,1997-07-26,NA,57,43.740833333,18.475
"3861","chic",81.5,73.75,1997-07-27,NA,35.454545455,27.625,28.625
"3862","chic",74.5,57.375,1997-07-28,NA,19,21.74469697,14.979545455
"3863","chic",66.5,50.875,1997-07-29,NA,8.5,20.735688406,9.7174242424
"3864","chic",68.5,52.375,1997-07-30,NA,16.5,21.333333333,16.495059289
"3865","chic",69,56.25,1997-07-31,NA,34,24.795833333,26.7
"3866","chic",74.5,58.875,1997-08-01,NA,67.5,42.495833333,34.95
