,head,age
2634,48.9,3.92
2635,53.8,3.92
2636,52.2,3.92
2637,51.5,3.92
2638,51.5,3.92
2639,51.8,3.93
2640,52.7,3.93
2641,47.6,3.93
2642,51.5,3.93
2643,50.2,3.93
2644,47.2,3.93
2645,47.5,3.93
2646,50.8,3.94
2647,51.2,3.94
2648,54.0,3.94
2649,51.0,3.95
2650,50.5,3.95
2651,49.5,3.95
2652,52.0,3.95
2653,52.9,3.96
2654,52.1,3.96
2655,53.4,3.96
2656,49.4,3.96
2657,52.7,3.96
2658,52.5,3.96
2659,51.6,3.96
2660,47.6,3.96
2661,50.0,3.97
2662,50.5,3.97
2663,50.1,3.97
2664,51.7,3.98
2665,49.8,3.99
2666,50.5,3.99
2667,51.5,4.0
2668,49.0,4.0
2669,51.1,4.0
2670,50.6,4.0
2671,51.3,4.01
2672,53.0,4.01
2673,52.6,4.01
2674,40.9,4.01
2675,49.0,4.01
2676,48.9,4.02
2677,51.0,4.02
2678,50.9,4.02
2679,52.0,4.03
2680,49.6,4.03
2681,49.8,4.03
2682,51.8,4.03
2683,51.9,4.03
2684,48.5,4.03
2685,52.8,4.04
2686,47.0,4.04
2687,50.6,4.04
2688,49.2,4.04
2689,50.9,4.04
2690,53.8,4.04
2691,52.7,4.04
2692,51.0,4.05
2693,49.6,4.05
2694,50.0,4.05
2695,53.8,4.05
2696,49.3,4.05
2697,50.4,4.06
2698,51.0,4.06
2699,53.8,4.06
2700,51.0,4.08
2701,53.0,4.11
2702,50.8,4.11
2703,51.0,4.12
2704,51.0,4.15
2705,54.0,4.16
2706,52.0,4.17
2707,50.5,4.17
2708,57.0,4.17
2709,52.0,4.18
2710,52.2,4.18
2711,52.5,4.19
2712,51.0,4.2
2713,51.2,4.2
2714,50.4,4.2
2715,50.0,4.21
2716,53.4,4.22
2717,51.0,4.22
2718,51.2,4.23
2719,51.2,4.26
2720,52.5,4.27
2721,49.8,4.27
2722,53.0,4.27
2723,52.3,4.29
2724,49.2,4.29
2725,52.8,4.3
2726,52.5,4.32
2727,53.0,4.33
2728,50.5,4.33
2729,52.8,4.34
2730,53.3,4.35
2731,54.0,4.35
2732,51.6,4.37
2733,50.3,4.38
2734,49.2,4.47
2735,52.0,4.51
2736,53.0,4.51
2737,50.8,4.54
2738,53.2,4.55
2739,51.9,4.59
2740,51.0,4.6
2741,45.5,4.61
2742,50.6,4.71
2743,50.3,4.71
2744,50.0,4.74
2745,50.8,4.75
2746,46.0,4.82
2747,48.5,4.82
2748,50.9,4.87
2749,55.0,4.88
2750,53.0,4.99
2751,51.4,4.99
2752,50.0,5.0
2753,53.1,5.01
2754,51.0,5.08
2755,49.5,5.13
2756,50.0,5.18
2757,54.0,5.2
2758,54.5,5.2
2759,48.0,5.22
2760,53.7,5.25
2761,51.9,5.26
2762,51.0,5.26
2763,48.1,5.27
2764,52.3,5.27
2765,54.1,5.28
2766,55.0,5.29
2767,49.4,5.29
2768,52.4,5.29
2769,50.8,5.3
2770,47.1,5.3
2771,50.2,5.31
2772,50.5,5.32
2773,54.4,5.32
2774,53.0,5.33
2775,52.5,5.34
2776,51.3,5.34
2777,50.9,5.35
2778,53.9,5.35
2779,53.0,5.36
2780,52.9,5.36
2781,51.5,5.36
2782,50.5,5.36
2783,49.5,5.37
2784,50.6,5.38
2785,52.8,5.38
2786,53.0,5.38
2787,48.6,5.38
2788,53.8,5.38
2789,49.0,5.4
2790,55.4,5.4
2791,50.0,5.42
2792,50.1,5.42
2793,49.8,5.42
2794,49.6,5.43
2795,49.0,5.44
2796,50.8,5.45
2797,50.4,5.46
2798,52.0,5.46
2799,53.4,5.46
2800,52.8,5.46
2801,50.1,5.46
2802,52.0,5.47
2803,53.0,5.47
2804,50.1,5.47
2805,50.8,5.48
2806,50.5,5.49
2807,50.8,5.49
2808,52.4,5.49
2809,49.3,5.5
2810,55.4,5.5
2811,52.4,5.51
2812,50.2,5.51
2813,53.6,5.52
2814,52.6,5.52
2815,50.0,5.53
2816,48.4,5.54
2817,50.8,5.54
2818,50.3,5.55
2819,51.2,5.55
2820,49.2,5.55
2821,50.4,5.55
2822,51.0,5.55
2823,51.5,5.55
2824,48.7,5.56
2825,52.0,5.56
2826,49.6,5.56
2827,52.8,5.56
2828,54.0,5.56
2829,52.7,5.57
2830,51.5,5.57
2831,53.9,5.57
2832,54.0,5.58
2833,50.8,5.58
2834,53.0,5.58
2835,51.0,5.6
2836,54.8,5.6
2837,52.0,5.61
2838,52.6,5.62
2839,51.8,5.62
2840,53.8,5.63
2841,51.8,5.63
2842,54.2,5.64
2843,52.7,5.65
2844,51.9,5.67
2845,52.0,5.69
2846,49.2,5.69
2847,52.4,5.69
2848,51.7,5.73
2849,50.1,5.74
2850,52.5,5.74
2851,51.5,5.74
2852,52.5,5.74
2853,49.8,5.75
2854,52.3,5.75
2855,53.1,5.76
2856,50.5,5.77
2857,49.2,5.77
2858,53.7,5.77
2859,51.0,5.78
2860,53.8,5.78
2861,53.0,5.78
2862,49.2,5.79
2863,53.0,5.8
2864,53.4,5.8
2865,53.1,5.82
2866,53.0,5.82
2867,54.4,5.84
2868,50.5,5.86
2869,47.5,5.86
2870,52.0,5.87
2871,53.3,5.87
2872,51.0,5.88
2873,49.8,5.88
2874,50.1,5.89
2875,52.2,5.89
2876,52.6,5.9
2877,54.5,5.91
2878,51.6,5.93
2879,51.1,5.93
2880,51.5,5.95
2881,49.5,5.95
2882,51.4,5.98
2883,50.2,5.98
2884,52.6,5.98
2885,49.9,6.0
2886,53.3,6.02
2887,51.6,6.03
2888,53.0,6.03
2889,51.6,6.04
2890,50.2,6.04
2891,49.0,6.04
2892,48.0,6.05
2893,51.0,6.05
2894,50.0,6.06
2895,52.7,6.07
2896,51.4,6.08
2897,50.7,6.08
2898,48.1,6.11
2899,51.5,6.11
2900,53.2,6.14
2901,52.5,6.16
2902,52.2,6.16
2903,53.2,6.16
2904,51.4,6.17
2905,51.0,6.17
2906,50.7,6.18
2907,51.4,6.19
2908,52.7,6.2
2909,50.0,6.2
2910,54.0,6.2
2911,53.5,6.24
2912,52.3,6.34
2913,50.7,6.35
2914,52.3,6.37
2915,48.5,6.37
2916,50.1,6.37
2917,52.0,6.38
2918,52.5,6.41
2919,53.2,6.42
2920,55.5,6.42
2921,51.5,6.44
2922,46.6,6.45
2923,53.3,6.49
2924,51.0,6.49
2925,53.1,6.49
2926,50.5,6.52
2927,52.0,6.54
2928,48.8,6.54
2929,52.4,6.54
2930,52.6,6.56
2931,49.2,6.58
2932,52.6,6.62
2933,53.1,6.68
2934,51.9,6.72
2935,50.4,6.74
2936,52.8,6.74
2937,51.0,6.77
2938,55.4,6.8
2939,51.5,6.82
2940,51.0,6.83
2941,54.1,6.84
2942,52.2,6.85
2943,50.6,6.86
2944,55.3,6.88
2945,52.1,6.91
2946,50.2,6.91
2947,52.4,6.94
2948,52.1,6.95
2949,51.2,6.95
2950,49.4,6.97
2951,53.0,7.01
2952,53.4,7.01
2953,51.0,7.01
2954,50.0,7.03
2955,54.4,7.03
2956,55.0,7.04
2957,54.5,7.04
2958,50.8,7.04
2959,50.3,7.05
2960,52.6,7.07
2961,52.4,7.13
2962,48.7,7.14
2963,49.8,7.17
2964,51.0,7.17
2965,53.8,7.21
2966,52.0,7.24
2967,52.0,7.24
2968,53.0,7.25
2969,49.2,7.25
2970,52.0,7.25
2971,53.0,7.26
2972,51.6,7.27
2973,53.1,7.28
2974,50.5,7.28
2975,50.5,7.28
2976,48.3,7.29
2977,55.0,7.3
2978,51.9,7.32
2979,51.0,7.33
2980,49.3,7.34
2981,50.9,7.35
2982,53.6,7.36
2983,52.9,7.38
2984,51.5,7.38
2985,59.9,7.38
2986,52.8,7.38
2987,52.3,7.39
2988,52.8,7.39
2989,54.0,7.4
2990,52.0,7.41
2991,51.8,7.41
2992,53.8,7.42
2993,53.0,7.42
2994,53.4,7.43
2995,52.9,7.43
2996,52.3,7.43
2997,52.4,7.44
2998,52.3,7.45
2999,51.9,7.45
3000,52.0,7.46
3001,52.9,7.46
3002,51.0,7.46
3003,50.3,7.47
3004,54.0,7.47
3005,55.4,7.48
3006,52.5,7.49
3007,52.4,7.49
3008,54.6,7.5
3009,52.9,7.5
3010,53.9,7.5
3011,50.7,7.5
3012,52.5,7.5
3013,49.6,7.5
3014,53.1,7.51
3015,50.5,7.51
3016,52.4,7.51
3017,52.3,7.51
3018,52.7,7.51
3019,53.3,7.51
3020,51.8,7.52
3021,54.8,7.52
3022,53.0,7.52
3023,55.9,7.52
3024,55.8,7.53
3025,52.8,7.53
3026,50.5,7.54
3027,53.0,7.54
3028,52.2,7.54
3029,49.3,7.54
3030,53.0,7.54
3031,51.2,7.54
3032,51.6,7.54
3033,51.6,7.55
3034,51.5,7.56
3035,53.5,7.56
3036,53.5,7.56
3037,53.0,7.57
3038,53.0,7.58
3039,53.3,7.58
3040,49.0,7.59
3041,50.8,7.59
3042,53.6,7.6
3043,53.1,7.6
3044,48.9,7.6
3045,53.3,7.61
3046,50.0,7.61
3047,51.5,7.63
3048,48.8,7.64
3049,51.0,7.66
3050,53.0,7.66
3051,51.2,7.67
3052,51.5,7.68
3053,52.2,7.68
3054,50.4,7.68
3055,54.2,7.68
3056,53.0,7.68
3057,50.6,7.69
3058,54.8,7.7
3059,55.2,7.71
3060,54.6,7.71
3061,52.5,7.73
3062,53.2,7.75
3063,53.0,7.76
3064,53.9,7.76
3065,53.0,7.77
3066,52.0,7.77
3067,52.6,7.77
3068,54.5,7.78
3069,51.2,7.78
3070,53.1,7.8
3071,56.5,7.81
3072,52.0,7.81
3073,51.9,7.82
3074,53.1,7.82
3075,53.4,7.84
3076,55.2,7.85
3077,52.2,7.88
3078,53.2,7.88
3079,53.6,7.88
3080,53.0,7.89
3081,55.1,7.9
3082,52.9,7.9
3083,54.9,7.9
3084,54.5,7.92
3085,54.0,7.92
3086,50.0,7.92
3087,53.6,7.95
3088,53.2,7.96
3089,49.5,7.96
3090,53.5,7.97
3091,50.3,8.06
3092,52.4,8.07
3093,53.6,8.07
3094,53.5,8.09
3095,53.0,8.14
3096,53.0,8.15
3097,47.4,8.16
3098,52.3,8.18
3099,50.5,8.19
3100,53.4,8.19
3101,52.3,8.22
3102,51.8,8.23
3103,54.1,8.23
3104,53.2,8.23
3105,52.8,8.26
3106,55.0,8.27
3107,54.8,8.29
3108,52.9,8.31
3109,51.4,8.32
3110,53.6,8.36
3111,52.3,8.36
3112,50.7,8.39
3113,55.6,8.41
3114,53.2,8.48
3115,51.6,8.51
3116,52.7,8.51
3117,54.0,8.53
3118,52.0,8.57
3119,53.4,8.57
3120,56.0,8.57
3121,49.0,8.58
3122,55.8,8.58
3123,50.8,8.59
3124,53.6,8.59
3125,56.0,8.59
3126,53.5,8.6
3127,55.0,8.61
3128,46.6,8.65
3129,50.0,8.65
3130,53.2,8.66
3131,53.0,8.68
3132,53.0,8.69
3133,53.6,8.69
3134,51.9,8.71
3135,52.1,8.71
3136,53.7,8.71
3137,52.5,8.71
3138,52.9,8.72
3139,52.4,8.72
3140,52.2,8.73
3141,55.1,8.73
3142,53.2,8.74
3143,53.0,8.74
3144,54.1,8.74
3145,51.0,8.75
3146,49.0,8.75
3147,53.1,8.79
3148,55.7,8.79
3149,54.3,8.8
3150,52.4,8.81
3151,53.4,8.83
3152,53.7,8.85
3153,51.6,8.86
3154,51.0,8.86
3155,54.2,8.86
3156,53.9,8.86
3157,54.8,8.87
3158,52.0,8.87
3159,54.3,8.87
3160,53.4,8.88
3161,55.8,8.88
3162,51.1,8.88
3163,49.5,8.88
3164,52.1,8.89
3165,49.5,8.89
3166,53.1,8.9
3167,55.0,8.9
3168,52.2,8.91
3169,51.4,8.91
3170,54.7,8.91
3171,52.8,8.91
3172,51.5,8.92
3173,54.2,8.92
3174,55.9,8.93
3175,53.9,8.93
3176,54.5,8.93
3177,54.9,8.94
3178,51.0,8.94
3179,54.0,8.95
3180,53.4,8.95
3181,52.5,8.95
3182,53.0,8.96
3183,54.9,8.96
3184,53.4,8.97
3185,52.0,8.97
3186,50.7,8.98
3187,55.8,8.98
3188,53.8,8.98
3189,53.0,8.98
3190,52.0,8.98
3191,51.4,8.99
3192,53.0,8.99
3193,51.2,9.0
3194,53.4,9.0
3195,53.4,9.0
3196,50.5,9.0
3197,56.0,9.0
3198,52.8,9.01
3199,51.6,9.02
3200,53.9,9.02
3201,52.2,9.02
3202,53.6,9.02
3203,53.0,9.02
3204,53.3,9.03
3205,56.1,9.03
3206,53.1,9.03
3207,55.0,9.03
3208,50.3,9.04
3209,52.8,9.04
3210,50.9,9.04
3211,54.3,9.05
3212,55.4,9.06
3213,54.8,9.06
3214,54.0,9.08
3215,54.5,9.09
3216,51.5,9.09
3217,53.5,9.09
3218,53.1,9.09
3219,50.7,9.1
3220,50.1,9.1
3221,52.3,9.1
3222,52.1,9.11
3223,51.7,9.11
3224,52.0,9.11
3225,55.2,9.11
3226,55.2,9.11
3227,54.6,9.11
3228,52.0,9.12
3229,51.8,9.12
3230,52.1,9.12
3231,50.0,9.12
3232,54.5,9.12
3233,53.5,9.13
3234,51.0,9.13
3235,54.7,9.14
3236,54.0,9.14
3237,53.6,9.14
3238,48.0,9.14
3239,53.2,9.14
3240,49.7,9.14
3241,53.4,9.15
3242,52.2,9.15
3243,51.3,9.16
3244,51.2,9.16
3245,53.1,9.16
3246,52.7,9.16
3247,54.0,9.17
3248,51.2,9.17
3249,54.0,9.18
3250,52.0,9.18
3251,54.0,9.18
3252,54.8,9.19
3253,54.2,9.19
3254,50.1,9.19
3255,51.8,9.19
3256,54.7,9.2
3257,52.2,9.2
3258,53.0,9.2
3259,54.4,9.2
3260,54.4,9.2
3261,52.5,9.21
3262,50.6,9.21
3263,54.3,9.21
3264,53.5,9.22
3265,51.0,9.22
3266,51.5,9.22
3267,53.2,9.22
3268,55.2,9.23
3269,53.0,9.23
3270,53.0,9.24
3271,53.0,9.24
3272,51.9,9.24
3273,52.1,9.25
3274,53.4,9.25
3275,48.7,9.25
3276,50.5,9.25
3277,53.1,9.26
3278,54.9,9.26
3279,52.2,9.26
3280,52.3,9.27
3281,54.2,9.28
3282,54.0,9.28
3283,52.0,9.29
3284,55.9,9.29
3285,49.8,9.29
3286,51.3,9.29
3287,51.5,9.3
3288,50.4,9.3
3289,53.5,9.3
3290,50.3,9.31
3291,53.2,9.31
3292,51.0,9.31
3293,53.2,9.32
3294,52.2,9.32
3295,53.4,9.33
3296,53.0,9.34
3297,51.9,9.36
3298,52.4,9.36
3299,52.8,9.36
3300,52.7,9.37
3301,50.0,9.37
3302,52.2,9.37
3303,52.5,9.37
3304,54.2,9.37
3305,52.2,9.38
3306,51.5,9.38
3307,51.4,9.38
3308,53.5,9.38
3309,51.0,9.39
3310,52.6,9.4
3311,48.2,9.4
3312,51.3,9.4
3313,51.8,9.41
3314,53.3,9.41
3315,53.5,9.41
3316,52.3,9.41
3317,55.3,9.41
3318,50.5,9.41
3319,52.2,9.42
3320,51.4,9.43
3321,52.4,9.43
3322,56.1,9.43
3323,53.0,9.44
3324,55.1,9.45
3325,51.4,9.45
3326,54.7,9.45
3327,52.1,9.45
3328,53.5,9.46
3329,53.8,9.46
3330,51.5,9.46
3331,52.9,9.46
3332,54.5,9.46
3333,50.7,9.47
3334,55.0,9.47
3335,52.3,9.47
3336,51.9,9.47
3337,55.0,9.48
3338,53.0,9.48
3339,48.9,9.49
3340,53.2,9.49
3341,52.6,9.49
3342,55.0,9.49
3343,54.3,9.5
3344,54.5,9.5
3345,51.1,9.5
3346,51.3,9.5
3347,53.8,9.5
3348,55.0,9.5
3349,54.2,9.5
3350,56.5,9.51
3351,52.6,9.51
3352,53.4,9.51
3353,55.2,9.51
3354,53.1,9.51
3355,52.0,9.51
3356,50.4,9.51
3357,51.6,9.52
3358,55.0,9.52
3359,53.9,9.52
3360,56.5,9.52
3361,53.0,9.52
3362,54.3,9.52
3363,51.0,9.52
3364,53.4,9.52
3365,53.0,9.53
3366,52.4,9.53
3367,52.0,9.54
3368,54.2,9.54
3369,54.0,9.54
3370,53.7,9.54
3371,53.6,9.54
3372,57.1,9.54
3373,52.0,9.55
3374,55.7,9.55
3375,54.0,9.55
3376,55.4,9.55
3377,53.1,9.55
3378,52.1,9.55
3379,54.3,9.56
3380,53.8,9.56
3381,52.1,9.57
3382,51.4,9.57
3383,54.0,9.57
3384,55.0,9.57
3385,55.0,9.57
3386,55.8,9.57
3387,52.6,9.58
3388,53.2,9.58
3389,51.5,9.58
3390,55.5,9.58
3391,54.4,9.58
3392,53.4,9.58
3393,52.9,9.58
3394,56.0,9.58
3395,51.0,9.58
3396,52.4,9.59
3397,53.7,9.59
3398,54.0,9.6
3399,50.9,9.6
3400,54.0,9.6
3401,53.8,9.6
3402,53.0,9.6
3403,52.0,9.6
3404,52.4,9.61
3405,53.8,9.61
3406,51.6,9.61
3407,51.0,9.61
3408,54.0,9.61
3409,54.2,9.61
3410,52.5,9.62
3411,55.1,9.62
3412,52.3,9.62
3413,53.6,9.63
3414,51.5,9.63
3415,53.2,9.63
3416,53.0,9.63
3417,48.8,9.63
3418,52.4,9.64
3419,53.5,9.65
3420,52.5,9.65
3421,52.5,9.65
3422,51.0,9.65
3423,52.9,9.66
3424,51.6,9.66
3425,54.6,9.66
3426,53.1,9.66
3427,56.2,9.66
3428,54.8,9.66
3429,52.1,9.67
3430,54.5,9.67
3431,53.4,9.68
3432,54.3,9.68
3433,52.0,9.68
3434,51.0,9.68
3435,54.0,9.69
3436,54.5,9.69
3437,52.8,9.69
3438,50.9,9.69
3439,53.2,9.7
3440,54.7,9.7
3441,52.6,9.7
3442,52.5,9.7
3443,54.1,9.7
3444,53.9,9.71
3445,51.0,9.71
3446,53.2,9.71
3447,51.5,9.71
3448,50.7,9.71
3449,54.8,9.71
3450,54.5,9.72
3451,55.2,9.72
3452,52.2,9.73
3453,52.5,9.73
3454,52.3,9.73
3455,51.5,9.73
3456,52.0,9.74
3457,54.8,9.75
3458,54.8,9.75
3459,53.0,9.75
3460,51.5,9.75
3461,54.8,9.76
3462,51.2,9.76
3463,54.3,9.77
3464,53.4,9.77
3465,55.8,9.77
3466,55.8,9.78
3467,51.8,9.79
3468,55.5,9.79
3469,52.7,9.8
3470,55.1,9.8
3471,51.8,9.8
3472,55.0,9.81
3473,52.0,9.81
3474,52.4,9.81
3475,53.0,9.82
3476,52.0,9.83
3477,55.2,9.83
3478,53.4,9.83
3479,54.0,9.83
3480,54.6,9.84
3481,54.6,9.84
3482,57.7,9.85
3483,55.7,9.85
3484,54.2,9.85
3485,52.6,9.85
3486,52.1,9.85
3487,53.2,9.85
3488,53.4,9.85
3489,55.2,9.86
3490,55.3,9.86
3491,54.0,9.86
3492,55.5,9.86
3493,53.4,9.87
3494,53.3,9.87
3495,53.4,9.88
3496,51.5,9.88
3497,53.4,9.88
3498,52.6,9.88
3499,53.2,9.88
3500,53.0,9.89
3501,53.8,9.9
3502,50.8,9.91
3503,58.9,9.91
3504,53.0,9.91
3505,53.9,9.92
3506,52.2,9.92
3507,52.3,9.92
3508,57.6,9.94
3509,53.6,9.95
3510,53.1,9.95
3511,56.1,9.96
3512,54.5,9.96
3513,52.4,9.96
3514,54.0,9.97
3515,47.7,9.98
3516,55.1,9.99
3517,53.2,9.99
3518,53.7,9.99
3519,50.6,9.99
3520,55.5,9.99
3521,55.0,10.0
3522,49.9,10.0
3523,53.0,10.0
3524,53.4,10.0
3525,50.6,10.0
3526,51.7,10.0
3527,56.0,10.0
3528,53.3,10.01
3529,50.6,10.01
3530,52.4,10.02
3531,54.1,10.02
3532,54.5,10.02
3533,55.0,10.02
3534,55.1,10.02
3535,53.7,10.03
3536,51.4,10.03
3537,56.0,10.03
3538,52.2,10.03
3539,55.9,10.03
3540,54.3,10.03
3541,54.1,10.04
3542,48.3,10.04
3543,54.7,10.04
3544,54.2,10.05
3545,53.7,10.05
3546,55.8,10.05
3547,50.0,10.06
3548,53.4,10.07
3549,47.6,10.07
3550,54.0,10.07
3551,52.5,10.07
3552,52.9,10.07
3553,52.1,10.07
3554,54.5,10.07
3555,54.0,10.08
3556,50.8,10.08
3557,54.6,10.08
3558,52.2,10.09
3559,53.0,10.1
3560,53.0,10.1
3561,53.0,10.1
3562,54.2,10.11
3563,54.8,10.11
3564,50.7,10.11
3565,53.5,10.12
3566,55.9,10.12
3567,53.5,10.12
3568,54.8,10.12
3569,54.1,10.12
3570,52.2,10.13
3571,54.4,10.13
3572,53.1,10.13
3573,55.3,10.13
3574,54.0,10.13
3575,50.1,10.13
3576,51.6,10.14
3577,50.6,10.14
3578,50.8,10.14
3579,51.6,10.14
3580,52.9,10.14
3581,52.8,10.14
3582,53.0,10.14
3583,52.3,10.14
3584,55.3,10.15
3585,55.0,10.15
3586,51.5,10.15
3587,56.1,10.16
3588,54.7,10.16
3589,52.4,10.16
3590,46.4,10.17
3591,55.0,10.17
3592,53.0,10.17
3593,53.5,10.17
3594,56.2,10.17
3595,53.4,10.17
3596,53.7,10.17
3597,53.5,10.17
3598,56.1,10.17
3599,57.3,10.18
3600,51.3,10.18
3601,53.0,10.19
3602,54.9,10.19
3603,52.4,10.19
3604,51.5,10.2
3605,51.1,10.2
3606,53.3,10.2
3607,53.2,10.21
3608,53.1,10.21
3609,50.9,10.21
3610,52.6,10.22
3611,54.9,10.22
3612,54.0,10.22
3613,53.0,10.22
3614,53.0,10.22
3615,52.0,10.23
3616,54.1,10.23
3617,54.4,10.24
3618,51.2,10.24
3619,53.6,10.24
3620,51.5,10.25
3621,54.9,10.25
3622,54.0,10.25
3623,54.0,10.25
3624,55.0,10.25
3625,52.0,10.25
3626,50.4,10.26
3627,50.4,10.26
3628,53.8,10.26
3629,55.8,10.26
3630,53.6,10.26
3631,53.8,10.27
3632,53.6,10.28
3633,53.0,10.28
3634,57.8,10.28
3635,55.6,10.28
3636,52.0,10.28
3637,53.3,10.28
3638,53.0,10.29
3639,51.5,10.29
3640,55.2,10.3
3641,53.9,10.31
3642,54.4,10.31
3643,53.5,10.31
3644,53.3,10.31
3645,55.0,10.31
3646,51.4,10.32
3647,52.4,10.32
3648,53.8,10.32
3649,54.3,10.32
3650,51.7,10.32
3651,54.0,10.33
3652,52.1,10.33
3653,52.1,10.33
3654,55.0,10.34
3655,53.5,10.34
3656,54.8,10.35
3657,56.0,10.36
3658,54.6,10.36
3659,57.2,10.37
3660,52.9,10.37
3661,54.3,10.37
3662,52.2,10.38
3663,51.7,10.38
3664,55.4,10.38
3665,54.3,10.39
3666,52.9,10.39
3667,51.3,10.39
3668,54.5,10.4
3669,50.3,10.4
3670,51.0,10.4
3671,53.0,10.4
3672,49.4,10.41
3673,52.9,10.41
3674,54.3,10.41
3675,53.8,10.41
3676,54.9,10.41
3677,51.1,10.42
3678,54.9,10.42
3679,54.2,10.42
3680,53.7,10.42
3681,52.5,10.43
3682,53.5,10.43
3683,52.0,10.43
3684,52.4,10.43
3685,50.3,10.43
3686,52.8,10.44
3687,54.0,10.44
3688,54.5,10.44
3689,51.3,10.44
3690,51.0,10.44
3691,52.1,10.45
3692,55.7,10.45
3693,54.0,10.45
3694,52.5,10.46
3695,53.7,10.46
3696,51.9,10.46
3697,54.8,10.47
3698,53.5,10.48
3699,53.0,10.48
3700,54.0,10.48
3701,50.7,10.48
3702,54.6,10.48
3703,52.5,10.49
3704,51.3,10.5
3705,54.4,10.5
3706,54.8,10.5
3707,52.5,10.5
3708,55.3,10.5
3709,54.5,10.51
3710,54.7,10.51
3711,52.7,10.51
3712,52.8,10.51
3713,54.1,10.51
3714,52.0,10.51
3715,56.4,10.51
3716,56.4,10.51
3717,50.8,10.51
3718,56.1,10.52
3719,56.0,10.52
3720,51.5,10.52
3721,56.9,10.54
3722,53.3,10.54
3723,53.5,10.54
3724,53.0,10.54
3725,52.0,10.54
3726,52.8,10.55
3727,55.0,10.55
3728,54.5,10.55
3729,53.0,10.55
3730,52.8,10.55
3731,52.9,10.56
3732,54.5,10.56
3733,51.6,10.56
3734,54.0,10.56
3735,52.0,10.56
3736,50.6,10.56
3737,54.4,10.57
3738,53.9,10.57
3739,53.3,10.57
3740,52.2,10.57
3741,52.0,10.57
3742,53.5,10.58
3743,54.3,10.58
3744,53.7,10.58
3745,52.3,10.58
3746,55.2,10.58
3747,55.4,10.59
3748,50.3,10.59
3749,53.4,10.59
3750,52.2,10.59
3751,53.2,10.6
3752,53.2,10.6
3753,54.9,10.6
3754,55.7,10.6
3755,53.3,10.6
3756,53.8,10.61
3757,51.8,10.62
3758,51.0,10.62
3759,53.2,10.62
3760,51.4,10.63
3761,50.5,10.63
3762,56.1,10.63
3763,52.0,10.64
3764,55.0,10.64
3765,49.5,10.64
3766,55.6,10.64
3767,53.1,10.65
3768,54.9,10.65
3769,54.0,10.65
3770,50.0,10.66
3771,53.2,10.66
3772,53.0,10.67
3773,51.0,10.67
3774,53.4,10.67
3775,53.7,10.67
3776,52.6,10.68
3777,56.2,10.68
3778,54.6,10.68
3779,54.2,10.69
3780,57.2,10.69
3781,52.1,10.69
3782,52.0,10.69
3783,51.9,10.69
3784,50.5,10.7
3785,55.7,10.71
3786,50.8,10.71
3787,50.4,10.72
3788,51.3,10.72
3789,51.5,10.72
3790,53.8,10.72
3791,52.7,10.72
3792,54.7,10.72
3793,50.6,10.72
3794,55.1,10.74
3795,54.0,10.74
3796,53.1,10.75
3797,54.5,10.75
3798,51.5,10.75
3799,55.2,10.75
3800,53.7,10.75
3801,50.8,10.76
3802,55.4,10.76
3803,57.0,10.76
3804,52.2,10.76
3805,54.6,10.76
3806,53.1,10.77
3807,52.8,10.77
3808,52.2,10.77
3809,53.0,10.77
3810,54.0,10.77
3811,51.8,10.78
3812,52.4,10.78
3813,52.5,10.78
3814,53.8,10.79
3815,55.0,10.8
3816,56.0,10.8
3817,55.0,10.8
3818,52.5,10.8
3819,51.0,10.81
3820,54.8,10.81
3821,52.5,10.81
3822,51.1,10.81
3823,56.5,10.82
3824,54.1,10.83
3825,53.0,10.84
3826,53.2,10.85
3827,55.7,10.85
3828,54.7,10.86
3829,55.3,10.86
3830,52.6,10.86
3831,53.6,10.87
3832,52.5,10.88
3833,54.4,10.88
3834,57.5,10.88
3835,54.4,10.88
3836,53.3,10.88
3837,53.0,10.89
3838,53.5,10.89
3839,54.0,10.89
3840,55.0,10.89
3841,56.0,10.9
3842,53.2,10.91
3843,52.9,10.91
3844,52.0,10.92
3845,53.8,10.92
3846,56.7,10.93
3847,53.3,10.93
3848,53.2,10.93
3849,54.0,10.93
3850,52.5,10.94
3851,56.1,10.95
3852,53.8,10.95
3853,55.6,10.95
3854,52.7,10.95
3855,54.8,10.96
3856,50.5,10.97
3857,53.4,10.97
3858,54.5,10.97
3859,55.0,10.99
3860,50.3,10.99
3861,55.0,10.99
3862,52.7,10.99
3863,56.0,11.0
3864,53.7,11.0
3865,51.6,11.0
3866,53.7,11.0
3867,52.5,11.0
3868,53.5,11.0
3869,55.0,11.01
3870,55.2,11.01
3871,55.4,11.01
3872,54.0,11.01
3873,55.6,11.01
3874,56.0,11.02
3875,51.2,11.02
3876,55.4,11.02
3877,55.0,11.03
3878,55.1,11.04
3879,56.1,11.04
3880,53.6,11.04
3881,52.2,11.04
3882,53.5,11.04
3883,54.4,11.04
3884,51.5,11.04
3885,54.9,11.05
3886,52.7,11.05
3887,51.5,11.06
3888,56.1,11.06
3889,54.2,11.06
3890,59.8,11.07
3891,53.9,11.07
3892,54.4,11.07
3893,52.6,11.07
3894,52.7,11.07
3895,52.1,11.07
3896,54.2,11.07
3897,52.7,11.07
3898,52.6,11.07
3899,57.3,11.08
3900,53.4,11.08
3901,53.2,11.08
3902,54.0,11.08
3903,54.0,11.08
3904,53.2,11.09
3905,53.8,11.09
